Name,Score,Type,Episodes,Aired,Source,Rating,Members,Favorites,Watching,Completed,On-Hold,Dropped,Plan to Watch,Score-10,Score-9,Score-8,Score-7,Score-6,Score-5,Score-4,Score-3,Score-2,Score-1,Genre_1,Genre_2,Genre_3,Genre_4,Genre_5
Muka Muka Paradise,6.90124640460211,TV,51,"Sep 4, 1993 to Aug 26, 1994",Original,G - All Ages,2064,3,50,1467,65,163,319,85.0,85.0,174.0,312.0,207.0,113.0,27.0,21.0,10.0,9.0,Adventure, Comedy,,,
Michiko to Hatchin,7.808359333846591,TV,22,"Oct 16, 2008 to Mar 19, 2009",Original,R - 17+ (violence & profanity),148853,1927,11551,53387,9631,5482,68802,5553.0,10155.0,15171.0,11135.0,4396.0,1842.0,631.0,233.0,116.0,126.0,Action, Adventure,,,
Wonder 3,6.023809523809524,TV,52,"Jun 6, 1965 to Jun 27, 1966",Original,G - All Ages,670,1,43,147,71,141,268,11.0,7.0,18.0,28.0,40.0,37.0,9.0,8.0,4.0,6.0,Action, Adventure, Comedy, Sci-Fi,
Kagami no Genon,5.887640449438202,Movie,1,"Oct 17, 2004",Original,G - All Ages,2371,2,31,1693,19,30,598,27.0,38.0,116.0,276.0,325.0,239.0,127.0,40.0,33.0,25.0,Slice of Life,,,,
Batman: Gotham Knight,6.993802356466662,OVA,6,"Jul 8, 2008",Other,PG-13 - Teens 13 or older,24437,64,368,18799,214,273,4783,780.0,1319.0,3145.0,4648.0,2755.0,1241.0,448.0,179.0,91.0,77.0,Action, Adventure, Martial Arts,,
Chuumon no Ooi Ryouriten (1991),6.259373394966615,Movie,1,1991,Book,G - All Ages,4117,2,55,2525,38,43,1456,49.0,78.0,242.0,529.0,511.0,304.0,139.0,47.0,25.0,23.0,Horror, Supernatural, Fantasy,,
Mizu no Tane,5.179245283018868,Movie,1,1975,Other,PG-13 - Teens 13 or older,289,0,11,160,6,33,79,4.0,4.0,8.0,13.0,19.0,19.0,16.0,8.0,6.0,9.0,Historical,,,,
Nanmu Ichibyousokusai,5.6835443037974684,Movie,1,"Jan 1, 1973",Original,G - All Ages,515,0,15,228,10,50,212,12.0,4.0,12.0,28.0,33.0,30.0,14.0,7.0,7.0,11.0,Historical, Music,,,
Urarochi Diamond,5.063291139240507,OVA,1,"Dec 21, 2001",Original,PG-13 - Teens 13 or older,908,0,34,244,17,45,568,5.0,4.0,2.0,29.0,28.0,36.0,23.0,10.0,4.0,17.0,Adventure,,,,
Appaga Piryohae,6.318181818181818,Movie,1,2005,Original,PG - Children,975,0,17,716,6,39,197,27.0,34.0,51.0,149.0,126.0,64.0,35.0,20.0,11.0,11.0,Fantasy,,,,
Wan Wan Celepoo Soreyuke! Tetsunoshin,6.652892561983471,TV,51,"Jan 7, 2006 to Dec 30, 2006",Original,G - All Ages,760,3,63,112,56,80,449,14.0,4.0,19.0,28.0,26.0,19.0,6.0,0.0,1.0,4.0,Comedy, Fantasy, Kids,,
Oval x Over,5.67304625199362,OVA,1,"Mar 23, 2005",Other,PG-13 - Teens 13 or older,1480,1,36,933,14,43,454,12.0,14.0,46.0,120.0,161.0,151.0,59.0,31.0,20.0,13.0,Cars,,,,
Mini Moni the TV,5.21608040201005,TV,15,"Sep 8, 2003 to Sep 26, 2003",Original,G - All Ages,485,2,21,265,15,55,129,14.0,9.0,14.0,21.0,31.0,35.0,21.0,21.0,17.0,16.0,Comedy,,,,
Trigun: Badlands Rumble,7.9857510617016745,Movie,1,"Apr 2, 2010",Manga,PG-13 - Teens 13 or older,111567,256,1641,82365,704,299,26558,6870.0,13892.0,20963.0,13150.0,4119.0,1364.0,365.0,118.0,51.0,95.0,Action, Adventure, Comedy, Drama, Sci-Fi
Tengen Toppa Gurren Lagann Movie 1: Gurren-hen,8.163398987395022,Movie,1,"Sep 6, 2008",Original,PG-13 - Teens 13 or older,130619,421,2149,93616,1158,733,32963,12470.0,15780.0,20438.0,11343.0,3814.0,1527.0,502.0,189.0,147.0,351.0,Action, Comedy, Mecha,,
Oyako Nezumi no Fushigi na Tabi,6.333333333333333,Movie,1,"Mar 11, 1978",Original,G - All Ages,421,1,16,180,5,56,164,10.0,8.0,17.0,23.0,31.0,16.0,10.0,4.0,4.0,3.0,Adventure,,,,
Mahou no Mako-chan,6.274096385542169,TV,48,"Nov 2, 1970 to Sep 27, 1971",Original,G - All Ages,1368,2,58,455,65,133,657,14.0,11.0,48.0,71.0,80.0,77.0,18.0,4.0,5.0,4.0,Fantasy, Magic, Romance, Shoujo,
Onegai My Melody: Kuru Kuru Shuffle!,7.313986679352997,TV,52,"Apr 2, 2006 to Mar 25, 2007",Original,PG - Children,3516,23,171,1595,140,175,1435,137.0,128.0,193.0,303.0,154.0,85.0,21.0,16.0,5.0,9.0,Fantasy, Magic, Comedy,,
Juushin Liger,6.695278969957082,TV,43,"Mar 11, 1989 to Jan 27, 1990",Original,PG-13 - Teens 13 or older,1436,1,116,265,82,95,878,23.0,14.0,33.0,71.0,36.0,31.0,11.0,5.0,4.0,5.0,Action, Mecha, Sci-Fi,,
Meimon! Daisan Yakyuubu,6.119047619047619,TV,40,"Oct 20, 1988 to Sep 29, 1989",Original,PG-13 - Teens 13 or older,517,1,33,121,23,62,278,8.0,3.0,8.0,21.0,16.0,13.0,5.0,1.0,3.0,6.0,Action, Sports, Shounen,,
Futari wa Precure: Splash☆Star Movie - Tick Tack Kiki Ippatsu!,6.825980392156863,Movie,1,"Dec 9, 2006",Original,G - All Ages,3890,5,69,2387,60,95,1279,121.0,132.0,258.0,473.0,328.0,204.0,65.0,26.0,16.0,9.0,Magic, Fantasy, Kids, Shoujo,
Mahou no Tenshi Creamy Mami: Lovely Serenade,5.777777777777778,Music,1,"Mar 28, 1985",Original,G - All Ages,709,0,16,382,9,38,264,16.0,6.0,11.0,42.0,69.0,74.0,18.0,10.0,11.0,4.0,Music,,,,
Mahou no Tenshi Creamy Mami: Curtain Call,5.981220657276995,Music,1,"Feb 1, 1986",Original,G - All Ages,608,0,13,317,13,39,226,18.0,5.0,13.0,36.0,61.0,46.0,12.0,10.0,7.0,5.0,Music, Comedy, Shoujo,,
Petit Eva: Evangelion@School,5.565145502645502,ONA,24,"Mar 20, 2007 to Mar 11, 2009",Original,G - All Ages,21633,33,647,11116,685,1395,7790,479.0,375.0,858.0,1578.0,1755.0,1451.0,824.0,544.0,491.0,717.0,Comedy, Parody, School,,
Twin Bee Paradise,6.338028169014085,OVA,4,"Dec 18, 1998 to Apr 25, 1999",Game,G - All Ages,398,0,26,107,7,40,218,10.0,5.0,4.0,9.0,18.0,17.0,2.0,1.0,1.0,4.0,Action, Adventure,,,
Wakakusa no Yon Shimai,6.374172185430464,TV,26,"Apr 7, 1981 to Sep 29, 1981",Novel,G - All Ages,1019,1,37,426,27,107,422,14.0,16.0,42.0,77.0,68.0,50.0,17.0,10.0,2.0,6.0,Slice of Life, Historical, Drama,,
"Naruto: Shippuuden - Shippuu! ""Konoha Gakuen"" Den",7.208456691717908,Special,1,"Feb 6, 2008",Original,PG-13 - Teens 13 or older,52243,331,847,41631,445,420,8900,3403.0,2954.0,4761.0,7032.0,4225.0,2303.0,834.0,373.0,205.0,256.0,Comedy,,,,
Penguin Musume♥Heart,6.625041904123366,ONA,22,"Apr 19, 2008 to Nov 14, 2008",Manga,R+ - Mild Nudity,15348,21,976,6801,868,1134,5569,296.0,481.0,983.0,1592.0,1286.0,702.0,323.0,159.0,89.0,55.0,Comedy, Ecchi, School, Slice of Life,
Chiisana Penguin Lolo no Bouken,7.457408732999284,OVA,3,1986 to 1987,Original,G - All Ages,2453,12,32,2003,22,57,339,223.0,158.0,309.0,336.0,203.0,105.0,34.0,12.0,10.0,7.0,Adventure, Drama, Fantasy, Kids, Slice of Life
Gang-aji Ttong,5.708679245283019,Movie,1,"Jul 25, 2003",Picture book,G - All Ages,2838,10,44,1685,39,94,976,132.0,51.0,108.0,206.0,217.0,218.0,141.0,98.0,75.0,79.0,Kids, Fantasy,,,
Body Jack: Tanoshii Yutai Ridatsu,5.18942731277533,OVA,1,"Jan 28, 1987",Original,R+ - Mild Nudity,2157,5,83,1196,47,71,760,27.0,22.0,47.0,137.0,181.0,188.0,129.0,63.0,64.0,50.0,Comedy, Ecchi,,,
Cosmos Pink Shock,5.420490928495197,OVA,1,"Jul 21, 1986",Original,PG-13 - Teens 13 or older,1966,4,42,1167,29,46,682,13.0,14.0,56.0,175.0,204.0,230.0,118.0,69.0,39.0,19.0,Comedy, Parody, Sci-Fi, Space,
Blade of the Immortal,6.784208677323028,TV,13,"Jul 14, 2008 to Dec 29, 2008",Manga,R - 17+ (violence & profanity),56587,143,3643,26607,2679,3476,20182,974.0,1787.0,4447.0,6948.0,4428.0,2368.0,1065.0,417.0,198.0,140.0,Action, Adventure, Historical, Supernatural, Samurai
Time Bokan Series: Yattodetaman,6.457374830852503,TV,52,"Feb 7, 1981 to Feb 6, 1982",Original,PG-13 - Teens 13 or older,1648,2,58,1010,57,141,382,41.0,38.0,83.0,214.0,182.0,114.0,28.0,16.0,13.0,10.0,Action, Adventure, Comedy, Fantasy, Mecha
One Piece Film: Strong World,8.18034194279034,Movie,1,"Dec 12, 2009",Manga,PG-13 - Teens 13 or older,173844,486,2425,154186,680,538,16015,19647.0,26240.0,33291.0,20540.0,6378.0,2178.0,696.0,190.0,100.0,232.0,Action, Adventure, Comedy, Drama, Fantasy
Ichigo Mashimaro Episode 0,7.1010541110330285,Special,1,"Jun 8, 2005",4-koma manga,PG-13 - Teens 13 or older,12577,10,111,10428,90,61,1887,448.0,714.0,1474.0,2288.0,1304.0,610.0,162.0,74.0,25.0,16.0,Comedy,,,,
Dore Dore no Uta,5.76934306569343,Music,1,"Nov 16, 2005",Music,G - All Ages,2566,1,23,1899,20,30,594,41.0,47.0,106.0,244.0,364.0,296.0,135.0,69.0,36.0,32.0,Music,,,,
Taiho Shichau zo: Nagisa no Koutsuu Yuudou,7.155070754716981,Special,1,1997,Manga,PG-13 - Teens 13 or older,3974,3,92,2465,74,45,1298,110.0,175.0,386.0,544.0,285.0,121.0,44.0,16.0,10.0,5.0,Action, Police, Comedy, Seinen,
Seto no Hanayome OVA,7.89033200426355,OVA,2,"Nov 3, 2008 to Jan 5, 2009",Manga,PG-13 - Teens 13 or older,46247,40,1050,35342,591,317,8947,2981.0,5283.0,8031.0,5833.0,2067.0,774.0,200.0,76.0,48.0,38.0,Comedy, Parody, Romance, School, Shounen
To Heart 2 AD,6.940795559666975,OVA,2,"Mar 26, 2008 to Aug 8, 2008",Visual novel,PG-13 - Teens 13 or older,5828,4,211,3150,131,102,2234,123.0,169.0,412.0,741.0,416.0,182.0,49.0,42.0,16.0,12.0,Comedy, Ecchi, Romance,,
Shigofumi Picture Drama,6.55984251968504,Special,7,"Mar 25, 2008 to Sep 26, 2008",Original,PG-13 - Teens 13 or older,3723,1,147,1677,214,178,1507,58.0,86.0,186.0,365.0,284.0,172.0,63.0,22.0,18.0,16.0,Comedy,,,,
Wanna-Be's,5.005188067444877,OVA,1,"Dec 25, 1986",Original,PG-13 - Teens 13 or older,1865,1,50,996,22,53,744,17.0,8.0,33.0,91.0,169.0,163.0,125.0,87.0,48.0,30.0,Action, Comedy, Sports,,
Bounen no Xamdou,7.65506424792139,ONA,26,"Jul 15, 2008 to Feb 4, 2009",Original,PG-13 - Teens 13 or older,117754,1025,6649,62565,5352,4401,38787,4994.0,9840.0,15646.0,12999.0,5670.0,2294.0,925.0,283.0,137.0,132.0,Action, Military, Sci-Fi, Adventure,
Clannad: After Story,8.910695222655177,TV,24,"Oct 3, 2008 to Mar 27, 2009",Visual novel,PG-13 - Teens 13 or older,915885,62162,29361,641323,16504,13224,215473,245597.0,131311.0,79823.0,37908.0,15633.0,7532.0,3921.0,1769.0,1318.0,2573.0,Slice of Life, Comedy, Supernatural, Drama, Romance
Darker than Black: Kuro no Keiyakusha - Sakura no Hana no Mankai no Shita,7.581667110370049,Special,1,"Mar 26, 2008",Original,R - 17+ (violence & profanity),122287,206,1195,101767,690,372,18263,6294.0,10373.0,20651.0,21561.0,8209.0,3057.0,771.0,235.0,118.0,100.0,Sci-Fi, Comedy, Parody,,
Uchuu Taitei God Sigma,6.360215053763441,TV,50,"Mar 19, 1980 to Feb 25, 1981",Original,PG-13 - Teens 13 or older,834,2,45,270,33,94,392,13.0,7.0,29.0,46.0,37.0,30.0,8.0,6.0,4.0,6.0,Action, Space, Mecha,,
Chrome Shelled Regios,7.326455118831976,TV,24,"Jan 11, 2009 to Jun 21, 2009",Light novel,R - 17+ (violence & profanity),178908,1075,9139,118689,5611,6544,38925,6418.0,11842.0,24120.0,27100.0,12806.0,5933.0,2073.0,747.0,356.0,247.0,Action, Adventure, Fantasy, School, Sci-Fi
Megumi,6.022617124394184,ONA,1,"Mar 28, 2008",Other,G - All Ages,1761,1,50,846,29,39,797,22.0,17.0,67.0,161.0,146.0,103.0,39.0,34.0,13.0,17.0,Historical,,,,
Mahou Sensei Negima!: Shiroki Tsubasa Ala Alba,7.495055624227441,OVA,3,"Aug 12, 2008 to Feb 17, 2009",Manga,PG-13 - Teens 13 or older,27213,56,1354,14379,684,483,10313,939.0,1341.0,2656.0,2768.0,1205.0,492.0,175.0,61.0,35.0,36.0,Adventure, Harem, Comedy, Supernatural, Magic
Fuyu no Sonata,7.266680567139283,TV,26,"Oct 17, 2009 to May 1, 2010",Other,PG-13 - Teens 13 or older,20653,72,1152,4933,975,1476,12117,564.0,642.0,1091.0,1126.0,661.0,350.0,178.0,83.0,45.0,56.0,Drama, Romance,,,
Harukanaru Toki no Naka de 3: Kurenai no Tsuki Special,6.760975609756097,Special,1,2008,Visual novel,G - All Ages,1296,3,40,638,27,46,545,30.0,40.0,68.0,107.0,79.0,46.0,17.0,7.0,10.0,6.0,Fantasy, Comedy, Shoujo,,
Popolocrois Monogatari,7.09479305740988,TV,25,"Oct 4, 1998 to Mar 28, 1999",Game,PG - Children,2432,9,107,916,131,163,1115,61.0,77.0,167.0,206.0,128.0,64.0,22.0,14.0,5.0,5.0,Adventure, Fantasy,,,
Hayate no Gotoku!!,7.701610201225882,TV,25,"Apr 4, 2009 to Sep 19, 2009",Manga,PG-13 - Teens 13 or older,99880,521,3998,67766,3140,3125,21851,4925.0,9063.0,15740.0,12790.0,5070.0,2115.0,650.0,217.0,90.0,79.0,Action, Harem, Comedy, Parody, Romance
Kodomo no Jikan: Ni Gakki,7.127747076211284,OVA,3,"Feb 20, 2009 to Jul 24, 2009",Manga,R - 17+ (violence & profanity),28558,33,712,21649,405,320,5472,1160.0,1739.0,3675.0,4581.0,2253.0,1125.0,466.0,247.0,140.0,176.0,Comedy, Ecchi, School,,
Ikkitousen: Great Guardians,6.788695721839449,TV,12,"Jun 11, 2008 to Aug 27, 2008",Manga,R+ - Mild Nudity,54244,84,1965,34980,1328,1555,14416,1530.0,2220.0,4343.0,7115.0,4865.0,2608.0,1252.0,546.0,283.0,202.0,Action, Ecchi, Martial Arts, School, Super Power
Blue Dragon: Tenkai no Shichi Ryuu,6.588322612568035,TV,51,"Apr 5, 2008 to Mar 28, 2009",Game,PG - Children,13871,35,599,8481,562,706,3523,354.0,395.0,841.0,1665.0,1427.0,828.0,295.0,130.0,67.0,61.0,Adventure, Comedy, Fantasy, Supernatural,
Koutetsu Jeeg,7.044041450777202,TV,46,"Oct 5, 1975 to Aug 29, 1976",Original,PG-13 - Teens 13 or older,2373,10,137,949,145,180,962,71.0,71.0,150.0,236.0,125.0,61.0,29.0,16.0,5.0,8.0,Action, Mecha, Demons, Sci-Fi, Shounen
Entaku no Kishi Monogatari: Moero Arthur,6.452449567723343,TV,30,"Sep 9, 1979 to Mar 30, 1980",Original,PG-13 - Teens 13 or older,1235,2,53,481,55,115,531,21.0,16.0,42.0,87.0,98.0,49.0,16.0,11.0,3.0,4.0,Adventure, Romance, Historical, Drama,
Dirty Pair OVA,7.173624288425048,OVA,10,"Dec 21, 1987 to Apr 21, 1988",Light novel,PG-13 - Teens 13 or older,5488,11,245,2912,169,103,2059,109.0,195.0,500.0,744.0,363.0,143.0,31.0,10.0,9.0,4.0,Adventure, Comedy, Police, Sci-Fi,
Chocchan Monogatari,6.875,Movie,1,"Mar 20, 1996",Original,G - All Ages,1027,2,35,273,18,41,660,17.0,11.0,39.0,46.0,40.0,18.0,5.0,1.0,2.0,5.0,Slice of Life, Historical, Drama,,
Mokke Specials,6.986376021798365,Special,2,"Jan 25, 2008 to May 23, 2008",Original,PG - Children,1884,0,55,977,92,57,703,33.0,60.0,162.0,246.0,128.0,74.0,20.0,4.0,3.0,4.0,Mystery, Slice of Life, Supernatural,,
KimiKiss Pure Rouge: Love Fighter,6.988942307692308,Special,1,"Aug 22, 2008",Visual novel,PG-13 - Teens 13 or older,11311,6,167,8672,135,76,2261,277.0,468.0,1237.0,2286.0,1246.0,502.0,143.0,34.0,24.0,23.0,Romance, School,,,
Tetsujin 28-gou (1980),6.75,TV,51,"Oct 3, 1980 to Sep 25, 1981",Original,G - All Ages,1506,10,74,696,69,134,533,47.0,36.0,88.0,142.0,99.0,62.0,28.0,12.0,6.0,8.0,Action, Mecha,,,
Mission-E,6.418099089989889,TV,12,"Jul 8, 2008 to Sep 23, 2008",Original,PG - Children,5115,5,323,2392,311,459,1630,50.0,98.0,302.0,586.0,469.0,260.0,111.0,53.0,29.0,20.0,Action, Comedy, School, Sci-Fi,
Gokiburi-tachi no Tasogare,5.82051282051282,Movie,1,"Nov 21, 1987",Original,PG-13 - Teens 13 or older,1574,1,55,604,21,55,839,12.0,20.0,59.0,77.0,107.0,93.0,48.0,23.0,16.0,13.0,Drama, Military,,,
Hareluya II Boy,6.53475935828877,TV,25,"Apr 8, 1997 to Sep 30, 1997",Manga,PG-13 - Teens 13 or older,1205,7,80,248,46,92,739,19.0,9.0,21.0,49.0,39.0,27.0,12.0,5.0,2.0,4.0,Action, Fantasy, Comedy, School, Shounen
Saishuu Shiken Kujira Progressive,6.11037527593819,OVA,1,"Mar 26, 2008",Visual novel,PG-13 - Teens 13 or older,2470,4,76,1243,61,50,1040,31.0,38.0,106.0,208.0,225.0,145.0,79.0,49.0,17.0,8.0,Drama, Romance,,,
Rosario to Vampire Capu2,6.990086984144781,TV,13,"Oct 2, 2008 to Dec 25, 2008",Manga,R+ - Mild Nudity,343119,1374,8131,291591,5109,7209,31079,17106.0,23078.0,41961.0,58870.0,35875.0,19655.0,9193.0,4359.0,2433.0,1532.0,Comedy, Ecchi, Fantasy, Harem, Romance
Niji ni Mukatte,5.322033898305085,Movie,1,1977,Original,G - All Ages,326,0,8,182,3,34,99,6.0,2.0,4.0,24.0,25.0,18.0,17.0,5.0,10.0,7.0,Romance, Historical,,,
Okon Joururi,5.885057471264368,Movie,1,1982,Original,G - All Ages,335,1,9,132,6,34,154,4.0,8.0,7.0,14.0,23.0,13.0,4.0,5.0,3.0,6.0,Fantasy, Historical, Drama,,
Toradora!,8.174587732318479,TV,25,"Oct 2, 2008 to Mar 26, 2009",Light novel,PG-13 - Teens 13 or older,1567792,50708,72442,1191775,42141,41098,220336,185286.0,255249.0,273494.0,160797.0,58749.0,25479.0,10810.0,4372.0,2456.0,2890.0,Slice of Life, Comedy, Romance, School,
Mobile Suit Gundam MS IGLOO 2: Gravity of the Battlefront,6.782004830917875,OVA,3,"Oct 24, 2008 to Apr 24, 2009",Original,PG-13 - Teens 13 or older,10137,7,258,6705,176,166,2832,219.0,406.0,1031.0,1450.0,914.0,506.0,243.0,106.0,54.0,39.0,Mecha, Sci-Fi,,,
Ginga Senpuu Braiger,6.6997319034852545,TV,39,"Oct 6, 1981 to Jun 30, 1982",Original,PG-13 - Teens 13 or older,1787,17,120,419,132,119,997,27.0,33.0,56.0,105.0,68.0,42.0,19.0,13.0,6.0,4.0,Action, Sci-Fi, Adventure, Space, Mecha
Ginga Reppuu Baxingar,6.213333333333333,TV,39,"Jul 6, 1982 to Mar 29, 1983",Original,PG-13 - Teens 13 or older,871,0,54,185,56,74,502,13.0,10.0,17.0,33.0,25.0,23.0,8.0,11.0,5.0,5.0,Action, Adventure, Mecha,,
Ginga Shippuu Sasuraiger,6.435114503816794,TV,43,"Apr 5, 1983 to Jan 31, 1984",Original,PG-13 - Teens 13 or older,862,1,47,188,47,64,516,10.0,14.0,11.0,34.0,25.0,15.0,11.0,4.0,3.0,4.0,Action, Adventure, Mecha,,
Koukyoushihen Eureka Seven: Pocket ga Niji de Ippai,7.174032762402576,Movie,1,"Apr 25, 2009",Original,PG-13 - Teens 13 or older,41717,120,625,28578,492,431,11591,2074.0,2856.0,4876.0,5339.0,2880.0,1571.0,956.0,389.0,281.0,205.0,Adventure, Mecha, Romance, Sci-Fi,
Kore ga UFO da! Soratobu Enban,4.645756457564576,Movie,1,"Mar 21, 1975",Original,PG - Children,1026,1,29,707,10,46,234,10.0,5.0,23.0,47.0,91.0,130.0,86.0,61.0,48.0,41.0,Sci-Fi, Space,,,
Explorer Woman Ray,5.254041570438799,OVA,2,"May 26, 1989 to Jun 23, 1989",Original,PG-13 - Teens 13 or older,1182,1,48,553,29,37,515,10.0,8.0,10.0,55.0,108.0,123.0,57.0,35.0,15.0,12.0,Action, Adventure,,,
Koihime†Musou,6.716085654556754,TV,12,"Jul 9, 2008 to Sep 24, 2008",Visual novel,R+ - Mild Nudity,42360,121,2168,22437,1653,2438,13664,940.0,1388.0,3086.0,4989.0,3577.0,2130.0,902.0,385.0,188.0,114.0,Action, Adventure, Historical, Ecchi, Martial Arts
Ultraviolet: Code 044,5.613418530351438,TV,12,"Jul 1, 2008 to Sep 16, 2008",Other,R - 17+ (violence & profanity),5748,2,365,1210,361,593,3219,35.0,40.0,113.0,231.0,267.0,248.0,139.0,88.0,44.0,47.0,Action, Sci-Fi,,,
Vie Durant,4.391836734693878,ONA,8,"Jul 15, 2003 to Sep 2, 2003",Original,PG-13 - Teens 13 or older,1399,2,73,323,39,93,871,11.0,2.0,14.0,18.0,31.0,35.0,38.0,36.0,29.0,31.0,Sci-Fi, Drama, Vampire,,
Kara no Kyoukai 4: Garan no Dou,7.903886770454046,Movie,1,"May 24, 2008",Light novel,R - 17+ (violence & profanity),171241,283,2090,135627,1159,379,31986,11102.0,20147.0,38765.0,23493.0,7041.0,2585.0,888.0,327.0,132.0,157.0,Action, Mystery, Supernatural, Thriller,
Kara no Kyoukai 5: Mujun Rasen,8.542546530821333,Movie,1,"Aug 16, 2008",Light novel,R - 17+ (violence & profanity),188403,3800,3374,134993,1654,663,47719,26232.0,34410.0,27245.0,11273.0,3500.0,1419.0,522.0,247.0,133.0,433.0,Action, Mystery, Supernatural, Drama, Romance
Bonobono (TV),6.964285714285714,TV,48,"Apr 20, 1995 to Mar 28, 1996",4-koma manga,G - All Ages,1146,10,101,354,93,169,429,48.0,41.0,40.0,80.0,56.0,37.0,9.0,11.0,7.0,7.0,Comedy,,,,
Futari no Joe,5.970338983050848,OVA,6,"May 25, 2003 to Sep 25, 2003",Original,PG-13 - Teens 13 or older,941,3,46,308,31,57,499,14.0,11.0,25.0,47.0,56.0,30.0,22.0,13.0,10.0,8.0,Shounen, Sports,,,
Mizugumo Monmon,6.637573964497041,Movie,1,"Jan 3, 2006",Original,G - All Ages,2795,5,71,985,57,56,1626,42.0,48.0,99.0,201.0,141.0,84.0,21.0,18.0,10.0,12.0,Fantasy, Kids, Romance,,
Hokuto no Ken: Toki-den,7.421034946236559,OVA,1,"Mar 26, 2008",Original,R - 17+ (violence & profanity),6778,10,173,4121,108,91,2285,281.0,348.0,829.0,888.0,364.0,162.0,49.0,22.0,6.0,27.0,Action, Martial Arts,,,
Nanami-chan 2nd Series,6.407821229050279,TV,16,"Jun 17, 2005 to Dec 23, 2005",Original,G - All Ages,497,1,19,237,13,48,180,11.0,11.0,29.0,36.0,41.0,26.0,13.0,6.0,2.0,4.0,Comedy, Kids,,,
Nanami-chan 3rd Series,6.150326797385621,TV,16,"Aug 4, 2006 to Nov 17, 2006",Original,G - All Ages,468,0,17,207,13,47,184,11.0,4.0,19.0,33.0,36.0,25.0,11.0,5.0,3.0,6.0,Comedy, Kids,,,
Ryuu Seiki,5.635820895522388,OVA,2,"Oct 26, 1988 to Dec 25, 1988",Original,R - 17+ (violence & profanity),1694,4,57,850,29,49,709,25.0,21.0,48.0,133.0,135.0,135.0,79.0,52.0,23.0,19.0,Action, Fantasy, Demons, Sci-Fi,
Lupin III: Green vs. Red,6.650829808005207,OVA,1,"Apr 2, 2008",Original,PG-13 - Teens 13 or older,6522,8,117,4312,100,84,1909,171.0,265.0,516.0,789.0,617.0,352.0,218.0,86.0,41.0,18.0,Action, Adventure, Mystery, Comedy, Seinen
Penguin no Mondai,5.852813852813853,TV,100,"Apr 5, 2008 to Mar 20, 2009",Manga,G - All Ages,641,3,59,186,39,185,172,31.0,8.0,18.0,33.0,34.0,44.0,20.0,18.0,12.0,13.0,Comedy, Kids,,,
Seigi wo Aisuru Mono Gekkou Kamen,6.837078651685394,TV,39,"Jan 10, 1972 to Oct 2, 1972",Original,PG-13 - Teens 13 or older,664,3,26,234,27,82,295,23.0,16.0,22.0,49.0,23.0,30.0,4.0,1.0,7.0,3.0,Action, Mystery,,,
Heroman,6.62618542108988,TV,26,"Apr 1, 2010 to Sep 23, 2010",Original,PG - Children,34317,72,2265,14001,2378,5411,10262,639.0,1137.0,2540.0,3836.0,2733.0,1690.0,828.0,377.0,192.0,158.0,Action, Sci-Fi, Shounen,,
Ashita e Attack!,6.432494279176201,TV,23,"Apr 4, 1977 to Sep 5, 1977",Original,PG-13 - Teens 13 or older,1504,5,71,602,54,152,625,37.0,39.0,42.0,98.0,97.0,63.0,26.0,11.0,10.0,14.0,Sports, School, Drama,,
Gakuen Heaven: Hamu Hamu Heaven,6.746254383168632,Special,12,"Jul 7, 2006 to Dec 8, 2006",Visual novel,PG-13 - Teens 13 or older,6677,12,113,4635,105,163,1661,259.0,334.0,468.0,726.0,629.0,408.0,149.0,58.0,51.0,55.0,Comedy, Drama, Romance, School, Shounen Ai
Grenadier: Hohoemi no Senshi Specials,6.5777045579352,Special,6,"Jan 28, 2005 to Jun 29, 2005",Manga,PG-13 - Teens 13 or older,5643,2,186,2859,169,106,2323,114.0,107.0,249.0,516.0,427.0,233.0,88.0,37.0,31.0,19.0,Comedy, Parody, Ecchi,,
Fireball,6.680988816951148,TV,13,"Apr 7, 2008 to Jun 30, 2008",Original,G - All Ages,8998,23,253,6650,145,275,1675,232.0,420.0,932.0,1458.0,963.0,603.0,237.0,109.0,80.0,63.0,Comedy, Sci-Fi,,,
Uchuu Senshi Baldios (Movie),6.459134615384615,Movie,1,"Dec 29, 1981",Original,PG-13 - Teens 13 or older,1054,4,44,525,22,49,414,18.0,25.0,76.0,99.0,87.0,52.0,36.0,13.0,6.0,4.0,Action, Sci-Fi, Space, Mecha,
Kyoro-chan,7.293956043956044,TV,91,"Jul 1, 1999 to Mar 29, 2001",Other,PG - Children,2140,25,88,1329,118,244,361,220.0,106.0,177.0,230.0,184.0,94.0,24.0,20.0,18.0,19.0,Adventure, Comedy, Fantasy,,
Suzumiya Haruhi no Yuuutsu (2009),7.240986159444471,TV,14,"May 22, 2009 to Sep 11, 2009",Light novel,PG-13 - Teens 13 or older,429192,2134,14002,314273,9794,9027,82096,19779.0,33071.0,63582.0,69161.0,34233.0,15244.0,8916.0,3667.0,2164.0,1907.0,Comedy, Mystery, Parody, Romance, School
Catman Series III,6.373406193078324,TV,6,"Mar 1, 2008 to Apr, 2008",Original,PG-13 - Teens 13 or older,1204,1,31,707,25,49,392,19.0,33.0,98.0,131.0,110.0,92.0,32.0,8.0,13.0,13.0,Comedy, Fantasy, Slice of Life,,
